LAST_ACTIVITY_BLOCK,LAST_ACTIVITY_BLOCK_TIMESTAMP,USER_ADDRESS,CONTRACT_ADDRESS,CURRENT_BAL_UNADJ,CURRENT_BAL,USD_VALUE_LAST_ACTIVITY,USD_VALUE_NOW,SYMBOL,TOKEN_NAME,DECIMALS,HAS_DECIMAL,HAS_PRICE,LAST_RECORDED_PRICE,ROWNUMBER,BALANCE
17945819,2023-08-19 02:23:23.000,0x580ffa61e036fc1a968ab8a43e25251156c98ef9,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17977249,2023-08-23 11:56:35.000,0x3e795a3cc49a5e3c088e734599b67a987a9531f3,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947701,2023-08-19 08:42:23.000,0x4f6278c8b88a552254e993ed39c2fd8464c3f2e3,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17952692,2023-08-20 01:29:35.000,0x19bf4fe746c370e2930cd8c1b3dcfa55270c8ed7,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946287,2023-08-19 03:57:11.000,0x20eaba9ba56fc674f9c0c42c00c734e28ad8bd31,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949496,2023-08-19 14:44:59.000,0x205a7f99b821640d0273e21c67710042830c6b21,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17997230,2023-08-26 07:02:59.000,0x7846e738f5509a23de53820fea3031ebe4def351,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948647,2023-08-19 11:53:11.000,0x7776caea867683fb174b6b4fc47a2b31423b95e0,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17944750,2023-08-18 22:48:23.000,0x10664680628fe8c51ea69bd9f6e21b3e5a1c2658,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18022772,2023-08-29 20:51:59.000,0x399ae621f85a6d4407904e94c0a3405be9bf4a1d,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947098,2023-08-19 06:40:23.000,0x38840fba07f9518bc69b3a01d299f98afb262aec,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17944327,2023-08-18 21:22:59.000,0xda14007429affeea783900dfd0e93085d914e881,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17952744,2023-08-20 01:40:11.000,0xadfa6ef1d6223225feb30478601f69105010492e,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17958910,2023-08-20 22:23:11.000,0x43c0a7b84c46bc9c378e5eba482a7dcc3643e95a,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18015274,2023-08-28 19:38:59.000,0x6c1c9fd24825f85baf191d4ff19b46d18bc056d7,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949277,2023-08-19 14:00:59.000,0x1cdeaf46bede7252ee3bde7d7d9d07cb2338551f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945808,2023-08-19 02:21:11.000,0x1c5ed8f9e1cc28d69690b4b12cc9df6f3dd442de,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17944801,2023-08-18 22:58:35.000,0x495fdf3c350235ca8de2ea42f986eb170aa02248,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17953455,2023-08-20 04:03:35.000,0xa74e87f1371c490c1ad948000ee2fd0d88097a16,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17958071,2023-08-20 19:33:59.000,0xa420401783aedec6325764636dd9d37cab280617,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18003579,2023-08-27 04:20:35.000,0x33abaf6f3d324c68140932903fcf108cfb0548b0,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949336,2023-08-19 14:12:59.000,0xd69bb3402f7fb5ee221c72424c415d337fb8942e,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17955493,2023-08-20 10:55:11.000,0xe9efd8d758a2807543aca6351c850a2ef4b61d47,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17959831,2023-08-21 01:28:47.000,0xa069f2204cab4862c861925ad40b113d158a5e2f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948786,2023-08-19 12:21:23.000,0x9fd06c32227c9bb61dcc54ca03f98dd4d1e7eb4a,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947231,2023-08-19 07:07:23.000,0x72938242cb7d4d305b33138c2f7b6387afd28e82,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946732,2023-08-19 05:26:35.000,0x2aa1d08ffb76ef4daf29ba7194f53e006654860c,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948348,2023-08-19 10:52:59.000,0x2a03278590cd1962de28f9abc855cf3774fe3eb6,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946202,2023-08-19 03:39:59.000,0x0bcb55b886cdef95e759e92bfbc532844a5bff76,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17951144,2023-08-19 20:17:11.000,0x0aa97e04a7940ed69b553f3cee1bed0c94b57018,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17943911,2023-08-18 19:59:35.000,0xcfecd952975eef31b4cdf9ad3a7d85749742b36d,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945634,2023-08-19 01:45:59.000,0xb91033d11017a8912e7b23099019db29249ffdfd,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17952203,2023-08-19 23:50:23.000,0xd31a84c20bc430ad75e6a1903e7ddbee52211072,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17958910,2023-08-20 22:23:11.000,0xa9567b1a802d1697ba5afaf3f11f75f639d4d65f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17943626,2023-08-18 19:01:59.000,0x685c99e8780e5a7f158617cc2e9acc0e45a66120,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945775,2023-08-19 02:14:23.000,0xe336e86f5672062a6ad282670fc0f48b5d9ef06f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946006,2023-08-19 03:00:47.000,0xcb6f626e045436c405e2893f67145393d9c5815c,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948133,2023-08-19 10:09:47.000,0xcac9831e2c2deeabc78561f23bec7345600ea68b,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17944513,2023-08-18 22:00:35.000,0xf8c855e911575f030f35f719b7e2b53796439fc3,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947654,2023-08-19 08:32:59.000,0xb10d20a950d01e0425499649bcad019edb72cf09,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17997056,2023-08-26 06:26:59.000,0x18e92faead9e7ba45ca96665033ae5f99dcd82f2,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18023744,2023-08-30 00:08:11.000,0x92572aae1c9c4ba92011a6a56579c79dbb272cd8,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945416,2023-08-19 01:02:11.000,0x91b8d5d68e974944b7748737467a14a4d929393f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946187,2023-08-19 03:36:59.000,0x7b8c04a04f86c4a1f5ac545682fee09fd51fb95a,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947489,2023-08-19 07:59:35.000,0x7a616986fcb774395cfdd9078b201f204243bd94,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945896,2023-08-19 02:38:47.000,0xefa80a25527fcdde37058aad50983f5c5f72039c,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945259,2023-08-19 00:30:35.000,0xeed105b7acf6102a7f0f453b82238ce139d7602c,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17960445,2023-08-21 03:32:35.000,0xa2af55b949acf16d56b7764493b9bc35f9f3537c,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948406,2023-08-19 11:04:35.000,0xea8e59267b3796238ba840764048cff1dedf6b21,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17967592,2023-08-22 03:32:59.000,0xad66c362906fa61a7207ff56ecd9215696aaf849,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949168,2023-08-19 13:38:47.000,0x86235c3141648b55229fe1f53e584dc4afae4551,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17943873,2023-08-18 19:51:59.000,0x83979377623cec2060bee2efd385d073f571983d,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947722,2023-08-19 08:46:47.000,0x2eb9ed7d576eab5b2a1fb8de22ea3653b7f01229,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17943684,2023-08-18 19:13:35.000,0x15603ee66225d4b290d1dc4f3dce647225fbe234,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945827,2023-08-19 02:24:59.000,0xfb5de578557ad3b8467e281c8ca38a3071020759,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948617,2023-08-19 11:47:11.000,0xc83406080448ae493bd775cc7e082b8a928ce73e,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18015230,2023-08-28 19:30:11.000,0xc0bcbc0a91cd42e4808faf190e0ad6e9a6c027cc,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945397,2023-08-19 00:58:11.000,0x215bc454da079d610abdf1619d1b29c7795a7996,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17986945,2023-08-24 20:29:11.000,0x1281f5e5c14a8aa282dc2c0e8a12a3cb1aa53b13,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17950943,2023-08-19 19:36:35.000,0xa515f7fb260095eebc860425493b8761b4fc9abd,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947362,2023-08-19 07:33:47.000,0x70c54e14d7ff11ad0dc69d7c5de835754cbb2a06,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945269,2023-08-19 00:32:35.000,0x5d8221854a76f3311e1d8ee65545c3fc753fa914,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17958910,2023-08-20 22:23:11.000,0x3a7c4befe0a3b4008d9fe97c02b2d478cf707f89,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946166,2023-08-19 03:32:47.000,0x1dc3108bec907108763b5592f20bef9a2df89ec9,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945482,2023-08-19 01:15:23.000,0xa83f17e0675651031d73799b32ea385f3c56b777,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17960472,2023-08-21 03:38:11.000,0x8eb0f58921c48bc45f0f24854a9492db095b1914,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947054,2023-08-19 06:31:11.000,0x6d11ad78ca29e5d6115877a3d55ae969641707d3,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17982705,2023-08-24 06:13:59.000,0x6143c013d78b22cc84aa3cbcce7f39d28c015cdb,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948879,2023-08-19 12:40:35.000,0x34ebb18be5022254e4e517e1af4e3cf9d8557a7e,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17973919,2023-08-23 00:45:35.000,0x08ceb8bba685ee708c9c4c65576837cbe19b9dea,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949557,2023-08-19 14:57:11.000,0xebcd250474c27cbad3c56f3f34e08f97b370ac2d,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947534,2023-08-19 08:08:47.000,0xcd59b5d986d2755bf91d47c4dbe0ca7dd8ed3022,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17943795,2023-08-18 19:35:59.000,0x0d9f7a14edc702f77f56e597847f5777d6ec889f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948963,2023-08-19 12:57:35.000,0x9cdf24fb15345b14c9c941ff4634eb4c28ef7b67,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17954751,2023-08-20 08:25:23.000,0x741b6ea1e9aff906960dd9d76f10d988a6bcd342,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17943632,2023-08-18 19:03:11.000,0x553b5bef7523e16c85472ed40a8a6d6651fc2891,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17956468,2023-08-20 14:11:23.000,0x2b569d4bf9165e664a31d6b8c1f2271a7ae02779,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17997702,2023-08-26 08:38:47.000,0x1ada64bd35545dac88503cc073012cdd9e149573,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946832,2023-08-19 05:46:35.000,0xf95ac4d4ba1dd10d3dd729ea90f61794e757845a,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945429,2023-08-19 01:04:47.000,0x8720e0c1649780a332d81dc87039a7383805cd50,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947726,2023-08-19 08:47:35.000,0x59ed6628e200c9d3ed6e61e1a3136b1ec3ae474d,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17948354,2023-08-19 10:54:11.000,0x289256fa6de33947fd292a9e94a738c3d986f8e5,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17953652,2023-08-20 04:42:59.000,0x173ecf7534b6b2e06e938d961b656b2b218edc2c,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17960454,2023-08-21 03:34:23.000,0xd4a9ffd843b1d5f71a50bc951ce7369f46bb5d17,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945087,2023-08-18 23:55:47.000,0xab54bbe70f7898806cf75628412f80471e275ccc,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945209,2023-08-19 00:20:11.000,0x696d181a7961ee66c42f1ebeddc0b48b106c45ad,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18015224,2023-08-28 19:28:59.000,0x51fee9bf45c5dab188b57048658696edab9d72cf,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18000949,2023-08-26 19:32:23.000,0xc54b97800454ca7fc81a3716a7db6962a40f4aea,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949202,2023-08-19 13:45:35.000,0xe7b28cc28614fdd07f3b9597a59807ae5fc74c38,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947732,2023-08-19 08:48:47.000,0x034fcf0b8c7ccf3a70294a1883a5d147c06362ee,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945481,2023-08-19 01:15:11.000,0x24cc0a9d6e78a518c7a64a74fbd895e914776e12,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945375,2023-08-19 00:53:47.000,0x88e137bd3c1d8e94162b48034b221335f7ace9ff,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17944020,2023-08-18 20:21:23.000,0x8a333a18b924554d6e83ef9e9944de6260f61d3b,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17993388,2023-08-25 18:06:47.000,0x46f402d1d96f14c614715dda9331f298d70ae9d7,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17958303,2023-08-20 20:20:35.000,0x256a0f2c2e4e25be77d0fd4fd240367c30b72f51,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947783,2023-08-19 08:59:11.000,0xc6918dd9d852e8c061d8799a894b5dbd1d6713f3,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17955610,2023-08-20 11:18:35.000,0xe672334b5d755b95a9ac306dd9da84ec76909e0d,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949979,2023-08-19 16:22:23.000,0x88fd6bff39eaeec619bb1de6c6a919dd48045140,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945051,2023-08-18 23:48:35.000,0x8b1de9760c745098af64a4327b4c9d113ed424e4,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946517,2023-08-19 04:43:23.000,0x47ba2d564d75677485638acffe54a5cab90807fa,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946867,2023-08-19 05:53:35.000,0x5f509ce1252d25d14d3bcafd7b3c7844b73392f2,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945282,2023-08-19 00:35:11.000,0xdb07bc47d26cf7f335e33d389596ec1053351c83,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946417,2023-08-19 04:23:23.000,0xf1a1d5287c485da7964507db049f752da9f80584,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945326,2023-08-19 00:43:59.000,0x9aefbbcbbb72f13b9c10a85cec9e082c392e79e4,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945375,2023-08-19 00:53:47.000,0xb5564b1a37d52fee291081964973eac0e9f08dee,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945829,2023-08-19 02:25:23.000,0x537875ef902e5c9749a8ba4c9ebf34d9734da1dc,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17966495,2023-08-21 23:51:35.000,0x54dc5827b5de3249c3acfe38a76a83de57b41e63,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17944974,2023-08-18 23:33:11.000,0x97b4d488cd8b3c5b1de7e151e1935b2001fbab65,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17949624,2023-08-19 15:10:47.000,0xa634d9bf6516520e5b73b1bda8809a21cce8764f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947411,2023-08-19 07:43:35.000,0xa7701e136c14ddeec170ec9737872b2886571d49,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17946023,2023-08-19 03:04:11.000,0x1bfb5a1778750548d29c01b2f1811ff511dd50c2,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17953535,2023-08-20 04:19:35.000,0x1ce00092d3f42efd5c645f59b9684aa0326dd99f,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947915,2023-08-19 09:25:35.000,0x6afd0cf9e929bf7c46b8b729233697bc22607888,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945808,2023-08-19 02:21:11.000,0x6cb4890d712c91020df2e62fb7bb869ce6ca3e8a,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17943959,2023-08-18 20:09:11.000,0x28322c3d6b8e9af82a12533dc0ac3f5421a7e704,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
18031288,2023-08-31 01:31:11.000,0x29c9383ff1d17c2c7ef9ff87dd08760efa0d9864,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17945705,2023-08-19 02:00:23.000,0xd988297e9e35001992028c4153eaf1a4de505098,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
17947291,2023-08-19 07:19:35.000,0x3d3e6658c7b71e56c2c6b3007c3da4202be0ed56,0xccccccccc9507ce17987409cc8c598733ba9b670,2,"null","null","null",COIN,Coin by Jan Robert Leegte,"null",false,false,"null",1,2
